Report No.,Code,Incident Type,Title,Date,Location,Barangay,Municipality,Province,Latitude,Longitude,Description,Weapons,Actors,Actor Categories,Unspecified,Pistol,Revolver,Assault Rifle,Rifle,Shotgun,SMG,LMG,HMG,GL,AGL,RPG/ATW,Mortar,ATGM,MANPADS,Hand Grenade,Projected Gren,Rifle Gren,Munition,Ammo,Craft handgun,Craft Rifle,Craft Shotgun,Craft SMG,Craft RPG,Tags,Convergence,Arms Score,Source
14,PHL.26.05.30.001,Seizure,Police Seize Revolver after Suspect Brandishes Weapon in Danao City,30 May 2026,"Purok Masitera, Duterte Street, Barangay Suba, Danao City, Cebu","Purok Masitera, Duterte Street, Barangay Suba",Danao City,Cebu,10.5246286919313,124.029532065448,"Police seized one caliber .38 revolver and three rounds of ammunition when they arrested a 59-year-old man, alias ""Bato,"" in Purok Masitera, Barangay Suba, Danao City, Cebu on 30 May 2026. The arrest took place after the suspect repeatedly brandished a firearm in public. Police executed a search warrant issued by RTC 7 Branch 90; the suspect was unable to present documentation for the firearm.","- 1 caliber .38 revolver
- 3 rounds of live ammunition","Criminal Individual(s) (alias ""Bato,"" civilian — suspect)
Police (Danao City Police Station)","Criminal Individual, Police",,,1,,,,,,,,,,,,,,,,,3,,,,,,Crime,,1.03,https://www.sunstar.com.ph/superbalita-cebu/sigeg-pakita-og-armas-gipadakop
14,PHL.26.05.30.002,Surrender/amnesty,Former Militia ng Bayan Member Surrenders Assault Rifle to Butuan City Police,30 May 2026,"Barangay Holy Redeemer, Butuan City, Agusan del Norte",Barangay Holy Redeemer,Butuan City,Agusan del Norte,8.95763305005843,125.532124379308,"A 19-year-old former member of the Militia ng Bayan (MB) linked to the CPP-NPA surrendered one Colt M653 assault rifle (erased serial number) and five rounds of ammunition to police in Barangay Holy Redeemer, Butuan City on 30 May 2026. The former rebel — a resident of Purok 5, Barangay Pianing, and not listed in the government's Periodic Status Report — was affiliated with the SRSG Westland, SRC Westland, NEMRC; he had previously served as courier and Public Information Officer for the Grupong Tag Organisa (GTO, now Kabataang Tag Organisa/KTO) from 2019 to December 2023.","- 1 Colt M4 caliber 5.56 rifle (erased serial number)
- 1 short magazine
- 5 rounds of 5.56mm ammunition","NSAG (CPP-NPA, Militia ng Bayan, NEMRC — surrendering)
Police (Butuan City Police Office; Butuan City Mobile Force Company)","NSAG, Police",,,,1,,,,,,,,,,,,,,,,5,,,,,,Insurgency,,5.05,https://www.facebook.com/brigadaagusan/posts/pfbid02J6rkNhAzo5BDF1YrChBV6BnyQnxvNzmUznvDBrb3vj2bNdLgQK1jgLbMLubx46eal
14,PHL.26.05.30.003,Illicit transfer,"Four Gunrunners Arrested with M14 and Two M16 Rifles in Buy-Bust in Midsayap, Cotabato",30 May 2026,"Barangay Villarica, Midsayap, Cotabato",Barangay Villarica,Midsayap,Cotabato,7.21941219010768,124.531906863126,"CIDG operatives seized one M14 rifle and two M16 assault rifles when they arrested four male suspects — aliases ""Buz,"" ""Boy,"" ""Mar,"" and ""Andy"" — during a firearms buy-bust operation in Barangay Villarica, Midsayap, Cotabato on 30 May 2026. The suspects were caught selling the three weapons without documentation to an undercover poseur-buyer; also confiscated were marked money, a Toyota Vios sedan (plate AHA 8194), and two mobile phones. They face charges under Republic Act 10591.","- 1 M14 rifle
- 2 M16 assault rifles","Criminal Organization (four alleged gunrunners)
Police (CIDG Maguindanao Provincial Field Unit; CIDG-RFUBAR; Midsayap Municipal Police Station; RMFB-14A; RIU-15; Provincial Intelligence Team, Maguindanao del Norte; Cotabato PPO PIU)",Police,,,,2,1,,,,,,,,,,,,,,,,,,,,,Crime,,13,https://www.facebook.com/TheMindanaoSentinel2/posts/pfbid028mPrRsCPwR6py4XkRCmkM6kSRir2EMa73JJ6htVVWSkF7xrmiKh8wH75bbde8MV9l
14,PHL.26.05.30.004,Surrender/amnesty,Four NPA Members Surrender Craft Firearms in Misamis Oriental,30 May 2026,"Barangay Kibungsod, Magsaysay, Misamis Oriental",Barangay Kibungsod,Magsaysay,Misamis Oriental,9.00426167536925,125.199868470992,"Four members of a CPP-NPA unit, known only by aliases ""Omba,"" ""Kitcha,"" ""Suna,"" and ""Poday,"" surrendered one craft 7.62mm rifle and three craft shotguns along with ammunition to government authorities in Barangay Kibungsod, Magsaysay, Misamis Oriental on 30 May 2026. The surrender resulted from sustained operations by Regional Mobile Force Battalion 10 and regional intelligence units. The four are under government custody for debriefing and profiling.","- 1 improvised 7.62mm firearm
- 3 improvised 12-gauge shotguns
- ~40 rounds of ammunition","NSAG (CPP-NPA — surrendering)
Police (Regional Mobile Force Battalion 10, PRO 10)","NSAG, Police",,,,,,,,,,,,,,,,,,,,40,,1,3,,,Insurgency,,2.9,https://www.facebook.com/TheMindanaoSentinel2/posts/pfbid0eEKG2SBvVknzTEFo7WWESZYmh752uN1kocLGssAmBheZ3MNFYUDcj7MTh7JGqgdcl
14,PHL.26.05.30.005,Seizure,Troops Seize NPA Arms Cache with Craft Firearms and Explosives in Cagayan,30 May 2026,"Barangay Viga, Lasam, Cagayan",Barangay Viga,Lasam,Cagayan,18.0351637212468,121.547315444342,"Authorities seized two caliber .38 revolvers, one craft shotgun, nine high-explosive rifle grenades, six 40mm high-explosive cartridges, one Japanese Type 97 hand fragmentation grenade, one PRB 423 hand fragmentation grenade, 197 rounds of ammunition, and explosive materials from an NPA arms cache in Barangay Viga, Lasam, Cagayan on 30 May 2026.

The operation was led by the 3rd Mobile Force Platoon, 2nd Cagayan Provincial Mobile Force Company, with support from the 112th Special Action Company (SAF), 203rd Maneuver Company (RMFB-2), Cagayan PECU, RIU 2, PIU, 17th Infantry Battalion (PA), and Lasam Police Station, acting on information from a former rebel, alias ""Ric."" Recovered firearms and ammunition were taken to Lasam MPS; IED components were turned over to the Cagayan PECU.","- 2 caliber .38 revolvers
- 1 craft shotgun
- 9 M76 rifle grenades
- 6 × 40mm projected grenades
- 1 Japanese Type 97 hand grenade
- 1 PRB 423 HE hand grenade
- 197 rounds of ammunition","NSAG (CPP-NPA — cache owner)
Military (PA, 17th Infantry Battalion)
Police (2nd Cagayan Provincial Mobile Force Company; 112th Special Action Company, PNP-SAF; 203rd Maneuver Company, RMFB-2; Cagayan PECU; RIU 2; PIU; Lasam Municipal Police Station)","Military, NSAG, Police",,,2,,,,,,,,,,,,,2,6,9,,197,,,1,,,Insurgency,,38.47,https://www.facebook.com/kalinawnews/posts/pfbid0i1HJYnS3ss19vrbS9Xp9MujDUfLTGGrDPAo3VDyqX7WbHezyu3ajVKiV7aDcSgY8l
14,PHL.26.05.31.001,Surrender/amnesty,"Caliber .45 Pistol Surrendered under RFGFPCC Campaign in Panamao, Sulu",31 May 2026,"Barangay Parang Duyan, Panamao, Sulu",Barangay Parang Duyan,Panamao,Sulu,5.97431207590377,121.210165089182,"A civilian surrendered a caliber .45 pistol to troops of the 21st Infantry Battalion in Barangay Parang Duyan, Panamao, Sulu on 31 May 2026 through the RFGFPCC Campaign. The surrender took place through continuous community engagement and close coordination with the Philippine National Police (PNP), Barangay Local Government Unit (BLGU), and the Local Government Unit (LGU) of Panamao.",- 1 caliber .45 pistol,"Civilian Community (unnamed civilian — surrendering)
Military (PA, 21st Infantry ""Invincible"" Battalion, Charlie Company; 1102nd Infantry ""Ganarul"" Brigade)
Police (Panamao Municipal Police Station, Sulu PPO)","Civilian, Military, Police",,1,,,,,,,,,,,,,,,,,,,,,,,,Gun ban,,1,https://www.facebook.com/kalinawnews/posts/pfbid02kSP1fQehu3P3G6QunYBM1Gk7U3RT7kjMSvZcQWdfyGoJ8e8wtzev3yNeR7syQ89Ql
14,PHL.26.05.31.002,UXO,Police EOD Remove Hand Grenades Unearthed at Government Compound in Pangasinan,31 May 2026,"Barangay Poblacion, Laoac, Pangasinan",Barangay Poblacion,Laoac,Pangasinan,16.0482250484614,120.54634428153,"Police EOD personnel removed one corroded MK2 fragmentation hand grenade (lacking its safety lever) and one corroded M67 fragmentation hand grenade after a construction worker accidentally unearthed them behind the Sangguniang Bayan building in Barangay Poblacion, Laoac, Pangasinan on 31 May 2026. The Pangasinan PECU's 5th District EIRT, led by PSMS Jayson B. Puyongan, applied sand stabilization and inserted secondary pins to secure both devices and transported them for safekeeping.","- 1 MK2 fragmentation hand grenade (corroded, no safety lever)
- 1 M67 fragmentation hand grenade (corroded)","Police (Pangasinan PECU, RECU 1, PNP-EOD/K9 Group; Laoac Municipal Police Station)",Police,,,,,,,,,,,,,,,,2,,,,,,,,,,,,10,https://www.facebook.com/PNPEODK9Group/posts/pfbid02NCVxnw7gmS4f2i69JA7zRV9EXRKVJ4XoEcyMFoYzGMzCCh6K3h22debFBTthS3gml
15,PHL.26.06.01.001,Seizure,Police Seize Firearms and Shabu from Drug Suspect in Cotabato,01 June 2026,"Barangay Dado, Alamada, Cotabato","Purok Malipayon, Barangay Dado",Alamada,Cotabato,7.50828291796794,124.522526095762,"Police seized two caliber .45 pistols, ten rounds of caliber .45 ammunition, and approximately 100 grams of suspected shabu from a farmer identified as a provincial-level High-Value Individual in Purok Malipayon, Barangay Dado, Alamada, Cotabato on 1 June 2026. The operation was led by the Alamada Municipal Police Station and partner units of PRO 12 in coordination with PDEA Region 12.","- 2 caliber .45 pistols
- 3 magazines
- 10 rounds of .45 ammunition","Criminal Organization (suspected drug trafficker/HVI)
Police (Alamada MPS; Cotabato PPO PDEU; Regional Intelligence Division 12; Regional Intelligence Unit 12; Provincial Intelligence Unit; 2nd Cotabato Provincial Mobile Force Company; RMFB 12; PDEA Region 12)",Police,,2,,,,,,,,,,,,,,,,,,10,,,,,,Crime,Drug trafficking,2.1,https://www.facebook.com/TheMindanaoSentinel2/posts/pfbid02tb3bMfuCSN9KAYK4LJahdtBKDKafwe61VfMHzp96EhVUgNWEdqEZcYhtRQmdWXrMl
15,PHL.26.06.01.002,Surrender/amnesty,Civilian Surrenders M1 Garand Rifle in Sulu,01 June 2026,"Barangay Sibaud Proper, Pandami, Sulu",Barangay Sibaud Proper,Pandami,Sulu,5.49940034963191,120.783017588691,"A civilian surrendered one M1 Garand rifle to troops of the 104th Infantry ""Para sa Bayan"" Battalion during a ceremony at the Barangay Hall of Sibaud Proper, Pandami, Sulu on 1 June 2026 as part of the Rido-Free, Gun-Free, and Peace-Centered Community (RFGFPCC) Campaign. The firearm was formally presented by Barangay OIC Hon. Benhar Hadjiruddin on behalf of the owner. Lt. Col. Roy R. Dalumpines credited the growing trust of local communities in government peace initiatives. Since January 2026, the 1102nd Infantry ""Ganarul"" Brigade had recovered a cumulative 173 high-powered and low-powered firearms across the second district of Sulu through the campaign.",- 1 M1 Garand rifle,"Military (PA, 104th Infantry ""Para sa Bayan"" Battalion, Alpha Company; 2nd Civil-Military Operations Company; 1102nd Infantry ""Ganarul"" Brigade)
Police (Pandami Municipal Police Station)","Military, Police",,,,,1,,,,,,,,,,,,,,,,,,,,,Gun ban,,3,https://www.facebook.com/kalinawnews/posts/pfbid035521RvWYfxdDLdGtJFzLjHmZntnuje6qwpwJgN4JAHLEnJHqvcp9Q3ugYEaBy6L5l
15,PHL.26.06.02.001,Surrender/amnesty,"NPA Militants Surrender Type 56M Machine Gun, M16s, M203 in Surigao del Sur",02 June 2026,"Barangay Sibahay, Lanuza, Surigao del Sur",Barangay Sibahay,Lanuza,Surigao del Sur,9.24234905506824,126.09571976915,"Five CPP-NPA members turned over a Type 56M light machine gun, four 5.56mm rifles, an M203 grenade launcher, and ammunition when they surrendered to government forces in Barangay Sibahay, Lanuza, Surigao del Sur on 2 June 2026. The NEMRC's dismantling was credited to years of sustained military and police operations, and on 8 June 2026 Agusan del Sur was declared under Stable Internal Peace and Security status.","- 1 Type 56M light machine gun
- 3 M16A1 assault rifles
- 1 M653 assault rifle
- 1 M203 grenade launcher
- 4 40mm projected grenades
- 176 rounds of 7.62mm ammunition
- 360 rounds of 5.56mm ammunition","NSAG (CPP-NPA, NEMRC — surrendering)
Military (PA, 36th Infantry Battalion; 3rd Special Forces Battalion; 401st Infantry ""Unite N' Fight"" Brigade; 4th Infantry Division)
Police (PNP-SAF, 1st Special Action Battalion; Regional Mobile Force Battalion 13; 1301st Maneuver Company)","Military, NSAG, Police",,,,4,,,,1,,1,,,,,,,4,,,536,,,,,,Insurgency,,49.36,https://www.facebook.com/kalinawnews/posts/pfbid0n2T1kbYnWDv1it6QyK8py8qjauDekGo3K8g7nKDLmo6hoEVyDaah7MvPTb9oxNxal
15,PHL.26.06.02.002,UXO,Police EOD Neutralize 105mm Artillery Shell in Antipolo City,02 June 2026,"Gloria Heights Subdivision, Barangay Dalig, Antipolo City, Rizal","Block 7, Lot 10, Maria Dixon Street, Gloria Heights Subdivision, Barangay Dalig",Antipolo City,Rizal,14.5720380192457,121.188745715148,"Police EOD personnel of RECU 4A rendered safe one 105mm high-explosive projectile discovered at a construction site at Block 7, Lot 10, Maria Dixon Street, Gloria Heights Subdivision, Barangay Dalig, Antipolo City, Rizal on 2 June 2026. The ordnance was unearthed by construction worker Roman Bustamante Villones while digging for a septic tank; he suspended work and alerted local police. The team, led by PCPT Jeyama P. Cariazo, secured the area, neutralized the round, and transported it to RECU 4A headquarters for storage and disposal.",- 1 105mm high-explosive artillery projectile (UXO),"Police (PNP-EOD/K9, RECU 4A, Antipolo City PECU)",Police,,,,,,,,,,,,,,,,,,,1,,,,,,,,,10,https://www.facebook.com/PNPEODK9Group/posts/pfbid0TBhF9eEGbRYBm3q6D4HFAbQKh1W4fzYhcZtxMgqRzHrfn6tRJZ84GrZtgeZvxDJKl
15,PHL.26.06.03.001,Seizure,Police Seize Unlicensed Pistol and Shabu from Drug Suspect in Antipolo City,03 June 2026,"Barangay Cupang, Antipolo City, Rizal",Barangay Cupang,Antipolo City,Rizal,14.6329101381787,121.137727244806,"Police arrested a drug suspect, alias ""Christopher,"" and seized an undocumented caliber .45 pistol loaded with seven rounds of ammunition along with approximately 30 grams of suspected shabu (valued at PHP 204,000) during a buy-bust operation in Barangay Cupang, Antipolo City, Rizal on 3 June 2026. Anti-drug operatives of PRO 4-A made the arrest after the suspect allegedly sold PHP 8,000 worth of shabu to an undercover officer.","- 1 caliber .45 pistol
- 7 rounds of caliber .45 ammunition","Criminal Individual(s) (alias ""Christopher,"" suspected drug pusher)
Police (PRO 4-A anti-drug operatives)","Criminal Individual, Police",,1,,,,,,,,,,,,,,,,,,7,,,,,,Crime,Drug trafficking,1.07,https://www.facebook.com/RizalPPO/posts/pfbid02QM7Znzwk7Pam57gkomdp8UAYuSvB19PJ65Hv8oKAaY4tnKyQYpraStkr27dH7Qg5l
15,PHL.26.06.03.002,UXO,Police EOD Neutralize 76mm Projectile in Pangasinan,03 June 2026,"Barangay Tara Tara, Sison, Pangasinan",Barangay Tara Tara,Sison,Pangasinan,16.1520697111548,120.485109842688,"Police EOD personnel of Pangasinan PECU rendered safe one corroded 76mm high-explosive projectile in Barangay Tara Tara, Sison, Pangasinan on 3 June 2026 after it was accidentally unearthed by Dionisio Aoanan Generao (67), a vendor, while digging to install a property boundary marker. The team assessed the projectile as highly volatile with a projected casualty radius of 30–50 meters and neutralized it using a tourniquet and water-submersion technique. The ordnance was taken into custody at the Pangasinan PECU headquarters pending disposal.",- 1 76mm high-explosive projectile (UXO),"Police (PNP-EOD/K9, Pangasinan PECU, RECU 1)",Police,,,,,,,,,,,,,,,,,,,1,,,,,,,,,10,https://www.facebook.com/PNPEODK9Group/posts/pfbid0Lcsushq3XoaLrrr34rTmw2doXpeBCHDUjmCquwEMe6so86vqE8ZYkGHC2jFRwG54l
15,PHL.26.06.03.003,Surrender/amnesty,Civilian Surrenders Pistol After Shooting Incident in Sulu,03 June 2026,"Barangay East Kuntad, Siasi, Sulu",Barangay East Kuntad,Siasi,Sulu,5.55289619602933,120.849381688341,"Alias ""Gardo"" surrendered a Colt M1911 pistol and two rounds of caliber .45 ammunition to the 104th Infantry Battalion in Barangay East Kuntad, Siasi, Sulu on 3 June 2026, following an indiscriminate firing incident in Barangay Luuk, Laminusa, Siasi. Troops responded to reports that ""Gardo"" had repeatedly discharged the pistol during a heated dispute with residents guarding the grave of a deceased relative. Through sustained dialogue and intervention under the RFGFPCC Campaign, and with the coordination of community leaders and local stakeholders, the suspect agreed to surrender peacefully.","- 1 Colt M1911 caliber .45 pistol
- 2 rounds of caliber .45 ammunition","Military (PA, 104th Infantry ""Para sa Bayan"" Battalion, Laminusa Patrol Base; 1102nd Infantry ""Ganarul"" Brigade)",Military,,1,,,,,,,,,,,,,,,,,,2,,,,,,"Interpersonal dispute, Gun ban",,1.02,https://www.facebook.com/TheMindanaoSentinel2/posts/pfbid0ZKAwscyNvDWjGa2hQwSMA1mX7YMtbnKKpbbsbnexJBKD1fD7ZviuoHV6YXvaLGHxl
15,PHL.26.06.04.001,Seizure,Police Seize Uzi Sub-Machine Gun in General Santos City,04 June 2026,"Barangay Calumpang, General Santos City, South Cotabato",Barangay Calumpang,General Santos City,South Cotabato,6.08178408890926,125.14321298213,"Police arrested a suspect and confiscated one Uzi-style craft sub-machine gun during a residence search in Barangay Calumpang, General Santos City on 4 June 2026. The operation was led by PS10 of the General Santos City Police Office in coordination with Tracker Team Bravo of the Regional Intelligence Division 12, City Mobile Force Company, City Intelligence Unit, and Regional Intelligence Unit 12. The operation was recorded with body-worn cameras and conducted in the presence of mandatory insulating witnesses.",- 1 Uzi-style craft sub-machine gun,"Police (PS10, General Santos City Police Office; RID 12 Tracker Team Bravo; CMFC-GSCPO; GSCPO-CIU; RIU 12)",Police,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,https://www.facebook.com/TheMindanaoSentinel2/posts/pfbid02N2Zj18uuAPCaenaWKyA8MX1tnbHqUQ2ZDJLFzwEXdgVN1JEqoinP5rLASSd2p2aXl
15,PHL.26.06.04.002,Seizure,Police Seize Revolver and Shabu from Drug Suspect in Cebu City,04 June 2026,"R.R. Landon Street, Barangay Cogon Ramos, Cebu City, Cebu","R.R. Landon Street, Barangay Cogon Ramos",Cebu City,Cebu,10.3033397072011,123.899470809264,"Police arrested Tarcisio Maquilang Deopilo Jr., 22, and seized one caliber .38 revolver and three rounds of ammunition along with approximately 110 grams of suspected shabu (valued at PHP 748,000) during a buy-bust operation in Barangay Cogon Ramos, Cebu City on 4 June 2026. The operation was conducted by the Regional Police Drug Enforcement Unit 7 (RPDEU 7), with approximately one week of prior surveillance of the suspect. The confiscated evidence was turned over to PNP Forensic Unit 7 for chemical analysis and ballistic examination.","- 1 caliber .38 revolver
- 3 rounds of caliber .38 ammunition","Criminal Individual(s) (suspected drug dealer)
Police (RPDEU 7; Police Station 2, Cebu City Police Office)","Criminal Individual, Police",,,1,,,,,,,,,,,,,,,,,3,,,,,,Crime,Drug trafficking,1.03,https://www.sunstar.com.ph/superbalita-cebu/p750k-nga-drugas-nasakmit-sa-cogon-ramos-atol-sa-buy-bust
15,PHL.26.06.04.003,Surrender/amnesty,Civilian Surrenders M16A1 Rifle in Sulu,04 June 2026,"Bravo Company Command Post, Barangay Andalan, Omar, Sulu","Bravo Company Command Post, Barangay Andalan",Omar,Sulu,5.97224535011514,121.359401477939,"A resident of Barangay Lahing-Lahing surrendered one M16A1 assault rifle to the 101st Infantry Battalion in Barangay Andalan, Omar, Sulu on 4 June 2026. The turnover was facilitated under the SITE Concept in close coordination with the PNP, barangay officials, and the municipal government of Omar. Lt. Col. Dante Mantes, commanding officer of the 101st IB, attributed the surrender to the increasing confidence of the community in government peace and security initiatives.",- 1 Elisco M16A1 assault rifle,"Criminal Individual(s) (alias ""Edimar"" — surrendering)
Military (PA, 101st Infantry ""Sajahitra"" Battalion, Bravo Company; 1102nd Infantry ""Ganarul"" Brigade)
Police (Omar Municipal Police Station)","Criminal Individual, Military, Police",,,,1,,,,,,,,,,,,,,,,,,,,,,Gun ban,,5,https://www.facebook.com/TheMindanaoSentinel2/posts/pfbid0ZKAwscyNvDWjGa2hQwSMA1mX7YMtbnKKpbbsbnexJBKD1fD7ZviuoHV6YXvaLGHxl
15,PHL.26.06.04.004,Seizure,Police Seize Vz. 58 Assault Rifle and Revolver from Suspect in Zamboanga City,04 June 2026,"Zone 2, Barangay Lapaz, Zamboanga City, Zamboanga del Sur","Zone 2, Barangay Lapaz",Zamboanga City,Zamboanga del Sur,6.98712035397517,121.958305858901,"Police arrested alias ""Rick,"" 58, a utility worker, and seized one Vz. 58/Cz. 858 assault rifle, one caliber .38 revolver with five live rounds, and additional ammunition during a residence search in Zone 2, Barangay Lapaz, Zamboanga City on 4 June 2026. The operation was led by the City Intelligence Unit of the Zamboanga City Police Office with support from other law enforcement units. Authorities said an investigation was under way to determine whether the firearms had been used in previous criminal activities.","- 1 Vz. 58/Cz. 858 assault rifle
- 1 caliber .38 revolver
- 5 rounds of caliber .38 ammunition
- ~80 rounds of 7.62mm ammunition","Police (City Intelligence Unit, Zamboanga City Police Office)",Police,,,1,1,,,,,,,,,,,,,,,,85,,,,,,,,6.85,https://www.facebook.com/TheMindanaoSentinel2/posts/pfbid0YUCNmgzhdteupJiecD5B5pPNJZKLZLL8FyATrsUa6eWKtSjUfH1QDJgC2GQ7q4fl
15,PHL.26.06.04.005,Seizure,Police Seize Assault Rifle and Pistol from Cigarette Smugglers in Davao del Norte,04 June 2026,"Barangay Lapaz, Carmen, Davao del Norte",Barangay Lapaz,Carmen,Davao del Norte,7.31249935381729,125.723572482442,"Law enforcement personnel seized a caliber .40 Glock 23 Gen 5 pistol, a CMMG Banshee 300 MK4 AR-pattern assault rifle, and ammunition when they intercepted a jungkong vessel and land convoy transporting approximately 900 master cases of smuggled cigarettes valued at PHP 22–22.5 million at a riverside area in Barangay Lapaz, Carmen, Davao del Norte on 4 June 2026. Authorities arrested eight individuals.

The operation was led by CIDG Regional Field Unit 11, Carmen Municipal Police Station, and Highway Patrol Group Davao del Norte, with support from the Regional Special Operations Group 11, Davao Norte PNP intelligence units, 2nd Davao del Norte Mobile Force Company, Philippine Coast Guard, and JTF Sinaya. Authorities identified the cigarettes as originating from Jolo, Sulu, lacking customs documentation and tax stamps. The PNP chief ordered a deeper investigation into possible inter-regional smuggling networks across Mindanao.","- 1 caliber .40 Glock 23 Gen 5 pistol
- 1 CMMG Banshee 300 KM4 assault rifle
- 128 rounds of 9mm ammunition
- 60 rounds of 5.56mm ammunition","Criminal Organization (smuggling network, 8 individuals)
Police (CIDG RFU 11; Carmen MPS; Highway Patrol Group Davao del Norte; RSOG 11; Davao Norte PIU; R-PSB Carmen Team 2; 2nd DDNMFC; PRO 11)
Military (JTF Sinaya)","Military, Police",,1,,1,,,,,,,,,,,,,,,,188,,,,,,Crime,Illicit goods,7.88,https://www.mindanaotimes.com.ph/8-nabbed-in-p22-m-sting-vs-smuggled-cigarettes-from-sulu/
15,PHL.26.06.05.001,Seizure,Authorities Seize Rifle and Pistol From Suspected Drug Traffickers in Cotabato City,05 June 2026,"Barangay Poblacion IX, Cotabato City, BARMM",Barangay Poblacion IX,Cotabato City,Maguindanao del Norte,7.19041168281911,124.276005246497,"PDEA Maguindanao del Norte Provincial Office and partner agencies seized one caliber .22 rifle, one pistol, ammunition, and approximately 30 grams of suspected shabu (valued at PHP 204,000) when they arrested two drug suspects during a buy-bust in Barangay Poblacion IX, Cotabato City on 5 June 2026.","- 1 caliber .22 rifle
- 1 pistol
- 3 40mm projected grenades
- 60 rounds of 5.56mm ammunition
- 6 rounds of .45 caliber ammunition","Criminal Organization (drug trafficking suspects)
Police (PDEA Maguindanao del Norte; PNP Maritime Group; PRO-BARMM units; NICA-BARMM)",Police,,1,,,1,,,,,,,,,,,,3,,,66,,,,,,Crime,Drug trafficking,7.66,https://www.facebook.com/TheMindanaoSentinel2/posts/pfbid0PEF3a8cUaEsc7C3X5m17gAosqiEVxFMyKobpLM1H4yykm4wAPTZMtbwJAavECGDbl
15,PHL.26.06.05.002,UXO,Police EOD Neutralize Five 76mm Projectiles in Zambales,05 June 2026,"Barangay New Cabalan, Olongapo City, Zambales",Barangay New Cabalan,Olongapo City,Zambales,14.850786147736,120.330771941023,"Police EOD personnel of RECU 3 Olongapo CECU rendered safe five corroded 76mm high-explosive projectiles found along the National Highway in Barangay New Cabalan, Olongapo City on 5 June 2026. The ordnance was discovered inside a waste collection sack by garbage collector Nestor Dela Rosa y Beltran (60), who alerted local police. The team applied wood tourniquet and sand stabilizer procedures to secure the fuzing mechanisms before transporting the ordnance to a temporary storage facility.",- 5 76mm high-explosive projectiles (UXO),"Police (PNP-EOD/K9, RECU 3, Olongapo CECU)",Police,,,,,,,,,,,,,,,,,,,5,,,,,,,,,50,https://www.facebook.com/PNPEODK9Group/posts/pfbid0cFyb9Mjo3u3R4eWkRn9wVFSjmX7BWAc89FWgzyPPDzTjvD2KRAesN7b9YkahMyXUl
15,PHL.26.06.05.003,Seizure,Troops Recover M16 Assault Rifle and Explosives From NPA Cache in Albay,05 June 2026,"Barangay Matanglad, Pio Duran, Albay",Barangay Matanglad,Pio Duran,Albay,13.0769365843788,123.531996087822,"Troops of the 49th Infantry Battalion seized one M16A1 assault rifle and 2,000 rounds of 5.56mm ammunition near Barangay Matanglad, Pio Duran, Albay on 5 June 2026. The recovered cache included an improvised explosive device and explosive materials. Authorities attributed the cache to NPA members operating in the area. Lt. Col. Michael Madayag, 49IB commanding officer, said the discovery reflects the declining strength of the NPA in the region.","- 1 M16A1 assault rifle
- 2,000 rounds of 5.56mm ammunition","NSAG (CPP-NPA)
Military (PA, 49th Infantry Battalion; 901st Infantry ""Fight 'Em"" Brigade)","Military, NSAG",,,,1,,,,,,,,,,,,,,,,2000,,,,,,Insurgency,,25,https://www.facebook.com/kalinawnews/posts/pfbid0sbvrBfS8ViKEV3WHNEHPwsrME7kgP4TLRrxaJuouThDhyXHfCBZagYtsq7ZEziLCl
15,PHL.26.06.05.004,Seizure,Police Seize Two Handguns from Carnapping Syndicate in Metro Manila,05 June 2026,"Barangay 171, Caloocan City, Metro Manila",Barangay 171,Caloocan City,Metro Manila,14.7549193615637,121.022262485887,"Police seized one unserialized 9mm pistol and one unserialized caliber .38 revolver along with stolen vehicles when they arrested eight members of an alleged carnapping syndicate known as the ""Paps Group"" across Metro Manila and Rizal on 5 June 2026. The investigation began after a 20-year-old student reported the theft of his Honda PCX motorcycle and iPhone 16 Pro Max in Marikina City; using the phone's GPS signal, Eastern Police District operatives traced the device to Barangay 171, Caloocan City, where the initial suspect was arrested with an unserialized 9mm pistol. Follow-up operations led to the recovery of additional stolen vehicles and a second unlicensed caliber .38 revolver from another suspect.","- 1 unserialized 9mm pistol
- 1 unserialized caliber .38 revolver
- 8 rounds of 9mm ammunition
- 4 rounds of caliber .38 ammunition","Criminal Organization (""Paps Group,"" carnapping syndicate)
Police (Eastern Police District; District Intelligence Division; District Anti-Carnapping Unit; Marikina City Police Station; NCRPO)",Police,,1,1,,,,,,,,,,,,,,,,,12,,,,,,Crime,Criminal services,2.12,https://www.facebook.com/PIONCRPOWeCareWeDare/posts/pfbid0j14LQM5qP2NPppqGagJA1ffzK3y7LmDRA5K8bSbeqTix1UVaZgtpuWfRb5jmj8dyl
